212.316	199.597	12.719	838.953	231.933
248.517	236.956	11.558	963.444	361.539
192.963	178.115	14.848	717.172	174.693
155.780	145.530	10.250	649.882	202.636
193.378	181.890	11.489	680.391	247.181
239.592	228.230	11.362	681.859	145.650
180.956	171.957	8.999	698.181	123.476
249.084	231.165	17.919	821.404	204.633
205.238	196.202	9.037	689.845	159.596
282.203	269.867	12.336	709.395	187.092
180.294	168.539	11.755	648.315	131.461
203.195	196.335	6.859	1216.817	203.305
198.951	182.689	16.393	731.410	167.738
233.669	217.161	16.508	743.468	243.468
210.669	199.127	11.542	725.070	308.204
182.128	171.905	10.318	609.996	112.457
140.545	133.522	6.947	740.515	120.620
228.013	219.801	8.212	760.066	203.907
234.235	223.856	10.379	761.126	176.207
339.712	325.484	14.229	1216.815	743.369
254.553	229.655	24.898	921.508	344.721
306.242	289.132	16.952	667.934	448.986
245.062	230.304	14.757	746.107	219.382
215.576	204.123	11.368	692.288	162.806
222.904	213.319	9.585	657.866	156.563
212.810	199.136	13.776	900.997	154.313
114.506	109.836	4.670	0.000	121.314
279.115	268.124	10.992	793.771	337.870
177.414	166.883	10.531	662.346	123.461
153.668	143.804	9.864	653.514	71.517
339.586	290.917	48.688	1494.369	609.941
170.988	159.968	11.020	758.946	121.990
98.379	91.939	6.440	656.451	100.155
86.910	80.830	6.080	717.454	91.917
100.657	93.190	7.468	95.872	75.677
200.598	184.641	15.938	1037.348	125.392
148.824	141.176	7.745	789.020	129.020
156.366	148.528	7.799	757.848	92.448
200.731	190.753	9.979	772.635	161.194
76.300	67.468	8.832	38.027	96.909
85.194	81.230	3.953	693.162	56.108
24.542	23.410	1.166	579.088	10.290
10.463	9.609	0.641	660.901	4.057
95.995	92.049	3.947	737.551	89.379
100.982	96.072	4.910	641.119	90.094
127.466	123.066	4.400	748.900	157.133
41.600	40.587	0.941	720.735	59.615
167.643	158.930	8.712	788.367	70.842
217.289	204.101	13.184	783.644	161.679
212.452	201.032	11.421	762.201	99.300
180.865	170.963	9.757	750.983	148.828
185.598	176.070	9.527	629.795	143.158
256.920	238.872	18.074	893.576	207.100
199.631	184.407	15.224	679.562	184.868
227.008	211.088	15.840	789.720	169.307
222.256	210.381	11.837	724.817	189.361
203.398	187.562	15.835	653.932	147.360
231.073	215.607	15.466	831.281	205.868
171.931	161.269	10.661	813.905	101.006
190.652	178.302	12.350	726.150	162.920
216.776	205.341	11.436	865.640	170.536
217.685	207.445	10.240	767.016	137.132
232.601	220.221	12.380	723.117	170.780
245.062	231.728	13.334	802.888	227.237
202.102	191.246	10.856	575.471	165.146
236.930	223.554	13.376	778.964	216.462
263.061	247.110	15.952	960.066	216.680
247.242	236.067	11.175	727.122	266.791
188.849	177.191	11.657	754.391	172.248
77.892	69.030	8.862	762.127	72.761
141.371	132.089	9.282	682.171	98.633
44.487	38.767	5.720	528.758	43.534
114.488	107.216	7.086	794.145	101.995
175.781	165.155	10.669	736.643	111.265
144.489	134.261	10.229	617.951	103.115
136.514	129.004	7.510	784.329	220.666
197.067	186.255	10.812	870.293	145.076
177.856	167.273	10.583	678.830	170.103
351.316	332.293	19.023	831.367	303.612
157.256	141.991	15.266	719.456	127.736
198.029	185.757	12.365	760.320	219.505
182.025	171.191	10.833	909.334	260.277
161.432	150.892	10.435	936.450	273.714
182.507	167.035	15.472	1046.100	373.855
177.723	166.537	11.185	912.744	235.979
207.183	199.177	8.006	891.657	288.664
153.503	143.847	9.656	830.651	236.073
245.245	226.223	19.701	960.598	273.777
209.102	195.162	13.940	1017.220	240.672
149.432	143.455	5.977	601.913	256.426
182.903	155.070	29.821	962.227	19.881
